THERMO NO_TMID
 300.0   1000.0   5000.0
!
! This is the NASA thermodynamic database, which is available for download
! from http://www.galcit.caltech.edu/EDL/public/thermo.html. The original 
! sources are
!
! S. Gordon and B.J. McBride, "Computer Program for Calculation of Complex 
! Chemical Equilibrium Composition, Rocket Performance, Incident and 
! Reflected Shocks and Chapman-Jouguet Detonations", NASA Report SP-273, 1971.
!
! B.J. McBride, S. Gordon, and M.A. Reno, "Coefficients for Calculating 
! Thermodynamic and Transport Properties of Individual Species", NASA 
! Report TM-4513, October 1993.
!-----------------------------------------------------------------------------
!
Electron gas      L10/92E  1.   0.   0.   0.G   200.000  6000.0005.48579903-04 1
 1.86055150E-08-5.79002790E-12-3.52966190E+04 9.40186676E+00-3.37162634E+04    4
ALCL2+            J 6/76AL 1.CL 2.E -1.   0.G   300.000  5000.000     97.88639 1
 7.09545770E+00 4.65254700E-04-2.07664790E-07 4.08799060E-11-2.95689140E-15    2
 5.56437750E+04-8.51809862E+00 4.35611280E+00 1.26406120E-02-2.15540600E-05    3
 1.72227530E-08-5.27444730E-12 5.61697360E+04 4.49304738E+00 5.78714632E+04    4
ALCL2-            J 6/76AL 1.CL 2.E  1.   0.G   300.000  5000.000     97.88749 1
 6.71256180E+00 3.46568360E-04-1.58843540E-07 2.99500630E-11-1.65448150E-15    2
-5.99542570E+04-4.13632915E+00 4.25109460E+00 1.19685620E-02-2.15382290E-05    3
 1.78692300E-08-5.62207530E-12-5.95130610E+04 7.39326185E+00-5.78712622E+04    4
ALCL2F            J 6/76AL 1.CL 2.F  1.   0.G   300.000  5000.000    116.88534 1
 9.14760670E+00 9.76691590E-04-4.34886760E-07 8.54640750E-11-6.17394740E-15    2
-9.80602870E+04-1.53791197E+01 4.25516640E+00 2.20167890E-02-3.62769860E-05    3
 2.82748420E-08-8.50110950E-12-9.70888870E+04 8.02488765E+00-9.51102737E+04    4
ALCL3             J 9/79AL 1.CL 3.   0.   0.G   300.000  5000.000    133.33964 1
 9.40410830E+00 6.86418720E-04-3.06638500E-07 6.03915090E-11-4.36935740E-15    2
-7.32858130E+04-1.62963831E+01 4.91326650E+00 2.10318640E-02-3.65469310E-05    3
 2.95868120E-08-9.14510050E-12-7.24410560E+04 4.94299604E+00-7.03101033E+04    4
ALF               J 9/79AL 1.F  1.   0.   0.G   300.000  5000.000     45.97994 1
 4.12613950E+00 4.62680540E-04-1.74777330E-07 3.00154840E-11-1.53288410E-15    2
-3.32759380E+04 2.06640743E+00 2.64729250E+00 6.08226860E-03-8.59634290E-06    3
 5.89798370E-09-1.58867650E-12-3.29492600E+04 9.31391243E+00-3.19546746E+04    4
ALF+              J 6/76AL 1.F  1.E -1.   0.G   300.000  5000.000     45.97939 1
 3.35221860E+00 1.31038670E-03-1.43183830E-07-4.54423300E-11 7.34207490E-15    2
 8.22325000E+04 7.08370839E+00 2.72530530E+00 4.81203130E-03-5.44117190E-06    3
 2.74390840E-09-3.58751920E-13 8.22504680E+04 9.72336109E+00 8.32340781E+04    4
ALF2              J 6/76AL 1.F  2.   0.   0.G   300.000  5000.000     64.97835 1
 6.15793000E+00 9.81322870E-04-4.45350280E-07 8.82059600E-11-6.12622550E-15    2
-8.55664790E+04-3.95119233E+00 2.74084650E+00 1.44667450E-02-2.15206190E-05    3
 1.54119890E-08-4.32297970E-12-8.48345940E+04 1.26766818E+01-8.35361263E+04    4
ALF2+             J 6/76AL 1.F  2.E -1.   0.G   300.000  5000.000     64.97780 1
 6.59253940E+00 1.03194890E-03-4.57394400E-07 8.96205990E-11-6.46098250E-15    2
 8.89919430E+03-9.45969765E+00 3.12391760E+00 1.45230560E-02-2.13154430E-05    3
 1.51561330E-08-4.23740960E-12 9.65450720E+03 7.47417645E+00 1.10710379E+04    4
ALF2-             J 6/76AL 1.F  2.E  1.   0.G   300.000  5000.000     64.97889 1
 6.26667450E+00 8.37111720E-04-3.68400210E-07 7.01504770E-11-4.68762980E-15    2
-1.11252900E+05-5.02117966E+00 2.67153500E+00 1.56019440E-02-2.44193220E-05    3
 1.82531690E-08-5.30647750E-12-1.10508600E+05 1.23382337E+01-1.09200801E+05    4
ALF2O             J 6/76AL 1.F  2.O  1.   0.G   300.000  5000.000     80.97775 1
 8.82056220E+00 1.25486940E-03-5.45244650E-07 1.20368600E-10-9.64835990E-15    2
-1.36306680E+05-1.60428722E+01 3.08740900E+00 2.38332390E-02-3.60629830E-05    3
 2.62689190E-08-7.48567600E-12-1.35065400E+05 1.18936718E+01-1.33355812E+05    4
ALF2O-            J 6/76AL 1.F  2.O  1.E  1.G   300.000  5000.000     80.97829 1
 8.61427860E+00 1.57845960E-03-7.00291150E-07 1.37292120E-10-9.90139850E-15    2
-1.60403360E+05-1.58792508E+01 2.91975970E+00 2.40940130E-02-3.60809440E-05    3
 2.60678480E-08-7.38083790E-12-1.59181520E+05 1.18310822E+01-1.57510833E+05    4
ALF3              J 9/79AL 1.F  3.   0.   0.G   200.000  6000.000     83.97675 1
 8.72897229E+00 1.31428559E-03-5.17599581E-07 8.86782789E-11-5.52837363E-15    2
-1.48390330E+05-1.75036661E+01 3.10285412E+00 2.23455765E-02-3.14588690E-05    3
 2.11582073E-08-5.53896073E-12-1.47126797E+05 1.01597069E+01-1.45447229E+05    4
ALF4-             J 6/76AL 1.F  4.E  1.   0.G   300.000  5000.000    102.97570 1
 1.14714510E+01 1.75257860E-03-7.80642270E-07 1.53444740E-10-1.10863740E-14    2
-2.43360360E+05-3.11980750E+01 2.58785930E+00 3.99304410E-02-6.57369140E-05    3
 5.11630550E-08-1.53586950E-11-2.41596490E+05 1.13015770E+01-2.39537061E+05    4
ALH               J 6/63AL 1.H  1.   0.   0.G   300.000  5000.000     27.98948 1
 3.33668980E+00 1.28778640E-03-4.98699410E-07 9.22946330E-11-6.34516940E-15    2
 3.00917610E+04 3.09548823E+00 3.65768570E+00-1.97446980E-03 6.86633980E-06    3
-6.20414040E-09 1.86631030E-12 3.01464580E+04 2.08851103E+00 3.11985222E+04    4
ALI               J 9/79AL 1.I  1.   0.   0.G   200.000  6000.000    153.88601 1
 4.30067835E+00 3.94526798E-04-1.94717877E-07 4.31766594E-11-2.50995942E-15    2
 6.87733839E+03 5.19554990E+00 3.37619386E+00 6.20358000E-03-1.33437988E-05    3
 1.28978040E-08-4.59262508E-12 6.98468944E+03 9.20980277E+00 8.17245995E+03    4
ALI3              J 9/79AL 1.I  3.   0.   0.G   300.000  5000.000    407.69495 1
 9.70924960E+00 3.36646920E-04-1.50948540E-07 2.98131580E-11-2.16179940E-15    2
-2.62339960E+04-1.06639943E+01 6.97612980E+00 1.32127780E-02-2.38290730E-05    3
 1.97963930E-08-6.23362760E-12-2.57415850E+04 2.14766716E+00-2.32487352E+04    4
ALN               J12/79AL 1.N  1.   0.   0.G   300.000  5000.000     40.98828 1
 4.14504680E+00 4.85609620E-04-2.01264090E-07 4.12594880E-11-2.88543080E-15    2
 6.15832400E+04 3.58234298E+00 2.64486500E+00 6.54168760E-03-9.86253390E-06    3
 7.18823230E-09-2.04448450E-12 6.18973820E+04 1.08478644E+01 6.29028113E+04    4
ALO               J12/79AL 1.O  1.   0.   0.G   300.000  5000.000     42.98094 1
 3.31390640E+00 1.04524210E-03 2.74855330E-07-1.79286060E-10 1.99878130E-14    2
 7.09433360E+03 7.20963423E+00 2.81161030E+00 3.95842610E-03-3.36953040E-06    3
 6.73304970E-10 4.00894550E-13 7.06550370E+03 9.20895753E+00 8.05147516E+03    4
ALO+              J12/79AL 1.O  1.E -1.   0.G   300.000  5000.000     42.98039 1
 4.19084670E+00 6.93581980E-04-3.44599990E-07 7.61723270E-11-5.90324000E-15    2
 1.18074390E+05 3.52951982E+00 2.94144340E+00 5.25921680E-03-7.34390730E-06    3
 5.33167830E-09-1.57833360E-12 1.18374690E+05 9.73538252E+00 1.19430345E+05    4
ALO-              J12/79AL 1.O  1.E  1.   0.G   300.000  5000.000     42.98149 1
 4.03805550E+00 5.58371100E-04-2.18886650E-07 3.85330240E-11-2.10955500E-15    2
-3.37100890E+04 2.24480652E+00 2.72267540E+00 4.94755180E-03-5.75717540E-06    3
 3.14244000E-09-6.41528320E-13-3.33912960E+04 8.83631372E+00-3.24045842E+04    4
ALOCL             J 9/64AL 1.O  1.CL 1.   0.G   300.000  5000.000     78.43364 1
 6.78052000E+00 7.96628220E-04-3.42333550E-07 6.50226480E-11-4.55191970E-15    2
-4.40808320E+04-9.30014039E+00 3.24444090E+00 1.41170050E-02-1.93220380E-05    3
 1.19627980E-08-2.70691800E-12-4.33123430E+04 8.00537211E+00-4.18659024E+04    4
ALOF              J12/75AL 1.O  1.F  1.   0.G   300.000  5000.000     61.97934 1
 6.45216220E+00 1.19265950E-03-5.28931370E-07 1.03678110E-10-7.47653670E-15    2
-7.21163630E+04-9.01812781E+00 2.03914610E+00 1.89487620E-02-2.89787700E-05    3
 2.13609410E-08-6.15798730E-12-7.11823330E+04 1.23865982E+01-6.99488680E+04    4
ALOH              J12/67AL 1.O  1.H  1.   0.G   300.000  5000.000     43.98888 1
 3.68606740E+00 3.36368220E-03-1.24662440E-06 2.13822050E-10-1.38983190E-14    2
-2.30461050E+04 3.69015559E+00 2.61322110E+00 2.77168940E-03 7.41578300E-06    3
-1.13546020E-08 4.55695590E-12-2.25867970E+04 1.00753303E+01-2.16392416E+04    4
ALOH+             J12/67AL 1.O  1.H  1.E -1.G   300.000  5000.000     43.98833 1
 4.15019870E+00 2.89252120E-03-1.05654140E-06 1.79451670E-10-1.15870140E-14    2
 6.38928880E+04 2.64013812E+00 1.96034390E+00 7.91911400E-03-2.28579590E-06    3
-4.01037890E-09 2.57075960E-12 6.45101850E+04 1.41061776E+01 6.54197350E+04    4
ALOH-             J12/67AL 1.O  1.H  1.E  1.G   300.000  5000.000     43.98943 1
 4.30107180E+00 2.16685030E-03-7.39886450E-07 1.18210550E-10-7.22088410E-15    2
-2.91340950E+04 3.52700755E+00 2.91302040E+00 5.95307150E-03-3.05580540E-06    3
-1.25987090E-09 1.28860940E-12-2.87818270E+04 1.06224669E+01-2.76775938E+04    4
ALO2              J12/79AL 1.O  2.   0.   0.G   300.000  5000.000     58.98034 1
 6.60646410E+00 1.08022520E-03-5.22293440E-07 1.13242200E-10-8.52909680E-15    2
-1.25324320E+04-8.01717587E+00 3.25451480E+00 1.42758440E-02-2.11032480E-05    3
 1.50562590E-08-4.21426140E-12-1.18125820E+04 8.30255493E+00-1.03664132E+04    4
ALO2-             J12/79AL 1.O  2.E  1.   0.G   300.000  5000.000     58.98089 1
 6.36874820E+00 1.27920300E-03-5.65039910E-07 1.10463790E-10-7.95124420E-15    2
-6.09720090E+04-8.79879504E+00 3.08120380E+00 1.30396540E-02-1.71199220E-05    3
 1.09787000E-08-2.79421200E-12-6.02062030E+04 7.50156686E+00-5.88388468E+04    4
ALO2H             J12/68AL 1.O  2.H  1.   0.G   300.000  5000.000     59.98828 1
 6.42643460E+00 3.22303620E-03-1.21393480E-06 2.10745000E-10-1.38280000E-14    2
-5.76261540E+04-7.45759256E+00 2.48004560E+00 1.61492640E-02-1.60335240E-05    3
 6.44661660E-09-4.09947690E-13-5.66827590E+04 1.23070710E+01-5.53546581E+04    4
ALS               J12/79AL 1.S  1.   0.   0.G   200.000  6000.000     59.04754 1
 1.98171118E+00 3.97526437E-03-1.49428858E-06 2.26365870E-10-1.21036384E-14    2
 2.82405754E+04 1.59882273E+01 2.71455183E+00 7.31180725E-03-1.26528925E-05    3
 1.01796165E-08-2.87613387E-12 2.76434914E+04 1.05669599E+01 2.86847932E+04    4
AL2               J 6/79AL 2.   0.   0.   0.G   300.000  5000.000     53.96308 1
 5.81580620E+00-1.32505370E-03 6.07518860E-07-1.06924190E-10 7.06114090E-15    2
 5.67890470E+04-4.95471063E+00 1.80944810E+00 1.59365020E-02-2.72502580E-05    3
 1.98711200E-08-5.36840460E-12 5.75311340E+04 1.40720808E+01 5.85749290E+04    4
AL2Br6            J 9/79AL 2.BR 6.   0.   0.G   300.000  5000.000    533.38708 1
 2.12743310E+01 8.39396350E-04-3.75947780E-07 7.41701100E-11-5.37285510E-15    2
-1.19293250E+05-5.61068200E+01 1.41859790E+01 3.44525060E-02-6.25224370E-05    3
 5.21732380E-08-1.64827090E-11-1.18025250E+05-2.29291060E+01-1.12721454E+05    4
AL2CL6            J 9/79AL 2.CL 6.   0.   0.G   300.000  5000.000    266.67928 1
 2.07940030E+01 1.39142470E-03-6.22136710E-07 1.22593770E-10-8.87275850E-15    2
-1.62404720E+05-6.24731881E+01 1.05091980E+01 4.90774360E-02-8.72087260E-05    3
 7.17234320E-08-2.24243280E-11-1.60517840E+05-1.40840671E+01-1.55842516E+05    4
AL2F6             J 9/79AL 2.F  6.   0.   0.G   300.000  5000.000    167.95350 1
 1.88298460E+01 3.62022300E-03-1.60855520E-06 3.15662520E-10-2.27802870E-14    2
-3.23151100E+05-6.32400790E+01 3.16181180E+00 6.88988900E-02-1.09658600E-04    3
 8.32933420E-08-2.45610490E-11-3.19942480E+05 1.22125640E+01-3.16753265E+05    4
AL2I6             J 9/79AL 2.I  6.   0.   0.G   300.000  5000.000    815.38990 1
 2.15031910E+01 5.75941930E-04-2.58390280E-07 5.10459770E-11-3.70177380E-15    2
-6.54491310E+04-5.11660663E+01 1.62254980E+01 2.59384390E-02-4.76423520E-05    3
 4.00836850E-08-1.27371840E-11-6.45194970E+04-2.65404143E+01-5.88767000E+04    4
AL2O              J12/79AL 2.O  1.   0.   0.G   300.000  5000.000     69.96248 1
 6.77206270E+00 8.25500920E-04-3.62910010E-07 6.95313000E-11-4.73452110E-15    2
-1.96431970E+04-8.77233129E+00 4.07326560E+00 1.13076130E-02-1.65651620E-05    3
 1.17842840E-08-3.30055030E-12-1.90542300E+04 4.40834831E+00-1.74618202E+04    4
AL2O+             J12/79AL 2.O  1.E -1.   0.G   300.000  5000.000     69.96193 1
 6.87978550E+00 7.07498770E-04-3.14192440E-07 6.16409830E-11-4.44786980E-15    2
 7.62707560E+04-8.33181442E+00 4.10457360E+00 1.19783510E-02-1.85225890E-05    3
 1.37566910E-08-3.98674230E-12 7.68527030E+04 5.10257248E+00 7.84705396E+04    4
AL2O2             J12/79AL 2.O  2.   0.   0.G   300.000  5000.000     85.96188 1
 9.15909760E+00 9.68539270E-04-4.32585130E-07 8.51788400E-11-6.16153700E-15    2
-5.04280590E+04-1.91564680E+01 2.75964110E+00 2.99975990E-02-5.21904970E-05    3
 4.22826860E-08-1.30753600E-11-4.92260320E+04 1.11007720E+01-4.74536598E+04    4
AL2O2+            J12/79AL 2.O  2.E -1.   0.G   300.000  5000.000     85.96133 1
 9.27516930E+00 8.35872230E-04-3.73616080E-07 7.36051680E-11-5.32627940E-15    2
 6.52640680E+04-1.86772586E+01 3.34219040E+00 2.81112490E-02-4.95471780E-05    3
 4.05097520E-08-1.26103100E-11 6.63625060E+04 9.29024167E+00 6.82447923E+04    4
Ar                L 6/88AR 1.   0.   0.   0.G   200.000  6000.000     39.94800 1
 2.50000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00    2
-7.45375000E+02 4.37967491E+00 2.50000000E+00 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00-7.45375000E+02 4.37967491E+00 0.00000000E+00    4
Ar+               L10/92AR 1.E -1.   0.   0.G   298.150  6000.000     39.94745 1
 2.86999547E+00-1.42547242E-04 9.36688776E-09 2.92580859E-12-3.58247941E-16    2
 1.82702617E+05 3.53229980E+00 2.59316097E+00-1.32892944E-03 5.26503944E-06    3
-5.97956691E-09 2.18967862E-12 1.82878368E+05 5.44980575E+00 1.83628186E+05    4
B                 J 6/83B  1.   0.   0.   0.G   200.000  6000.000     10.81100 1
 2.49860273E+00 1.40267322E-06 1.09458278E-09-1.20006414E-12 2.43121994E-16    2
 6.66075914E+04 4.21887979E+00 2.51054099E+00-6.23801328E-05 1.42178099E-07    3
-1.41697796E-10 5.15018749E-14 6.66053894E+04 4.16367209E+00 6.73521350E+04    4
B+                J 6/83B  1.E -1.   0.   0.G   298.150  6000.000     10.81045 1
 2.51207118E+00-2.60008491E-05 1.90411755E-08-5.71840071E-12 6.06893037E-16    2
 1.63627851E+05 2.35392699E+00 2.50000000E+00 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00 1.63631960E+05 2.41907708E+00 1.64377336E+05    4
B-                J 6/83B  1.E  1.   0.   0.G   298.150  6000.000     10.81155 1
 2.50007592E+00-8.17294256E-08 3.29965783E-11-5.74649652E-15 3.62366056E-19    2
 6.26417693E+04 4.61598593E+00 2.50120271E+00-5.73427208E-06 1.09670435E-08    3
-9.50303533E-12 3.08935774E-15 6.26415806E+04 4.61078138E+00 6.33871389E+04    4
BCL               J12/64B  1.CL 1.   0.   0.G   300.000  5000.000     46.26370 1
 4.10205710E+00 4.86591930E-04-1.88643260E-07 3.58333420E-11-2.50990690E-15    2
 1.56879580E+04 1.95525119E+00 2.83644630E+00 4.43688120E-03-4.38875220E-06    3
 1.51610780E-09 3.26461950E-14 1.60013610E+04 8.34533209E+00 1.70084902E+04    4
BCL+              J 6/68B  1.CL 1.E -1.   0.G   300.000  5000.000     46.26315 1
 4.10608880E+00 4.72741700E-04-1.79285840E-07 3.24161370E-11-2.05457580E-15    2
 1.47130970E+05 2.64272945E+00 2.81241970E+00 4.60063920E-03-4.81199620E-06    3
 1.96722160E-09-1.38378020E-13 1.47448490E+05 9.15668245E+00 1.48452806E+05    4
BCLF              J12/64B  1.CL 1.F  1.   0.G   300.000  5000.000     65.26210 1
 5.70767570E+00 1.41002030E-03-6.01141370E-07 1.13670440E-10-7.93680630E-15    2
-3.96933270E+04-1.53503838E+00 3.31202340E+00 7.41987630E-03-4.34859490E-06    3
-1.13740570E-09 1.37638900E-12-3.90175480E+04 1.09483563E+01-3.77402953E+04    4
BCL2              J 6/72B  1.CL 2.   0.   0.G   300.000  5000.000     81.71640 1
 6.44598380E+00 5.79279480E-04-2.60497050E-07 6.35963580E-11-5.39822150E-15    2
-1.16613040E+04-4.46086977E+00 3.29747860E+00 1.20825760E-02-1.61237550E-05    3
 9.62658560E-09-2.05991990E-12-1.09565370E+04 1.10425333E+01-9.56076191E+03    4
BCL2+             J12/70B  1.CL 2.E -1.   0.G   300.000  5000.000     81.71585 1
 6.92666270E+00 6.77776330E-04-3.21014960E-07 6.83444220E-11-5.00735920E-15    2
 7.88578220E+04-8.93462661E+00 4.27049310E+00 1.06037910E-02-1.42298380E-05    3
 8.53728310E-09-1.83496710E-12 7.94360160E+04 4.07645069E+00 8.10708542E+04    4
BCL2-             J 6/72B  1.CL 2.E  1.   0.G   300.000  5000.000     81.71695 1
 6.35182180E+00 7.70288480E-04-4.46998630E-07 1.38311780E-10-1.32219950E-14    2
-1.97054320E+04-4.77472073E+00 3.23587910E+00 1.16902190E-02-1.47782590E-05    3
 8.21815460E-09-1.56579130E-12-1.89818150E+04 1.06900104E+01-1.76125075E+04    4
BCL3              J12/64B  1.CL 3.   0.   0.G   300.000  5000.000    117.16910 1
 8.59853800E+00 1.55319230E-03-6.70006020E-07 1.27891120E-10-9.00000590E-15    2
-5.13570710E+04-1.51584297E+01 3.73952650E+00 1.81058130E-02-2.13404610E-05    3
 1.08283350E-08-1.73259670E-12-5.02146090E+04 9.05312747E+00-4.84628831E+04    4
BF                J12/64B  1.F  1.   0.   0.G   300.000  5000.000     29.80940 1
 3.57718880E+00 1.01929080E-03-4.12515640E-07 7.71964380E-11-5.34987410E-15    2
-1.51272640E+04 3.26612243E+00 3.46136090E+00-9.56854680E-04 6.01357440E-06    3
-6.49780570E-09 2.23553490E-12-1.49698200E+04 4.46077963E+00-1.39390003E+04    4
BF2               J 6/72B  1.F  2.   0.   0.G   300.000  5000.000     48.80781 1
 5.44474570E+00 1.75332110E-03-7.84444740E-07 1.57198590E-10-1.13110710E-14    2
-7.28603670E+04-2.27331920E+00 3.03093030E+00 7.24110210E-03-2.82509190E-06    3
-2.89204130E-09 2.00461020E-12-7.21511020E+04 1.04457035E+01-7.09553140E+04    4
BF2+              J12/70B  1.F  2.E -1.   0.G   300.000  5000.000     48.80726 1
 5.81276380E+00 1.81934240E-03-7.71034570E-07 1.44897820E-10-9.98091560E-15    2
 3.67948010E+04-7.00431192E+00 3.31464740E+00 8.64436540E-03-6.75253960E-06    3
 1.33836650E-09 4.51149100E-13 3.74836490E+04 5.90468978E+00 3.87993258E+04    4
BF2-              J 6/72B  1.F  2.E  1.   0.G   300.000  5000.000     48.80835 1
 5.31003480E+00 2.00204390E-03-9.72355100E-07 2.16414430E-10-1.66408810E-14    2
-9.83369280E+04-2.32776078E+00 3.14245810E+00 6.41045790E-03-1.23864610E-06    3
-4.12201000E-09 2.34723670E-12-9.76729640E+04 9.22523232E+00-9.64690963E+04    4
BF3               J 6/69B  1.F  3.0  0.   0.G   300.000  5000.000     67.80621 1
 7.02419850E+00 3.22215590E-03-1.37051540E-06 2.59196710E-10-1.81223100E-14    2
-1.39180720E+05-1.11843009E+01 2.44682440E+00 1.52763120E-02-1.07846170E-05    3
 6.89075020E-10 1.48931870E-12-1.37901350E+05 1.25678211E+01-1.36586061E+05    4
BH                J12/64B  1.H  1.   0.   0.G   300.000  5000.000     11.81894 1
 2.89190790E+00 1.58329460E-03-5.82617290E-07 1.02420680E-10-6.76695690E-15    2
 5.23287140E+04 3.79624329E+00 3.68622060E+00-1.30554350E-03 2.67421050E-06    3
-9.10737380E-10-1.55911360E-13 5.21763300E+04-5.52454012E-02 5.32391023E+04    4
BHF2              J12/65B  1.H  1.F  2.   0.G   300.000  5000.000     49.81575 1
 5.31845270E+00 4.74444660E-03-1.93378580E-06 3.55083820E-10-2.42936670E-14    2
-9.03750120E+04-3.04314031E+00 2.40536020E+00 9.27558440E-03 1.33864610E-06    3
-8.68078950E-09 4.12110150E-12-8.93884090E+04 1.28880441E+01-8.82623625E+04    4
BH2               J12/64B  1.H  2.   0.   0.G   300.000  5000.000     12.82688 1
