z (m), u (m/s), V (1/s), T (K), rho (kg/m3), H2, H, O, O2, OH, H2O, HO2, H2O2, AR, 
0.0, 1.1276044905029334, 0.0, 373.0, 0.053209534629238803, 0.16784771708457993, 0.0029539722062112738, 2.4747384757103076e-05, 0.10187397058168349, 0.0004548158329986893, 0.0033278218757321707, 1.7264746052018794e-05, 9.5107872774386792e-06, 0.72349017950070793, 
1.953125e-05, 1.1324842450154409, 0.0, 374.64337094224692, 0.052980574927591804, 0.16770833181101927, 0.0029698958719988288, 2.5253037054695853e-05, 0.10183215107059762, 0.00046429927893804079, 0.0034204661475865381, 1.7831551073510838e-05, 9.8254488795869023e-06, 0.72355194578285198, 
3.9062500000000001e-05, 1.1373497048036365, 0.0, 376.28230808378817, 0.052754233350046649, 0.16756831254732116, 0.0029865014505085904, 2.574040509408375e-05, 0.10179066852533393, 0.00047312891129328602, 0.003513749132550259, 1.8167780782728135e-05, 1.0127552514203046e-05, 0.72361360369460181, 
7.8125000000000002e-05, 1.1470360188319408, 0.0, 379.54620032929972, 0.052309316320704874, 0.1672869993906218, 0.0030216622664658373, 2.665664466865335e-05, 0.10170877221201251, 0.00048876423957634925, 0.0037017170811418799, 1.8370448570273034e-05, 1.069186772527501e-05, 0.72373636584921741, 
0.0001171875, 1.1566606351334539, 0.0, 382.79089233404989, 0.051874585541633628, 0.16700323968285891, 0.0030594385998498294, 2.7498399230564396e-05, 0.10162782282235845, 0.00050187583060041759, 0.0038918265696475537, 1.8280892576439095e-05, 1.1203621207890872e-05, 0.72385881358166981, 
0.00015625, 1.1662238938288905, 0.0, 386.01649840457043, 0.051449706476683968, 0.16671708356644088, 0.0030997366889767386, 2.8268802117090353e-05, 0.10154765032979723, 0.00051266358431029265, 0.004083886127615931, 1.8057931692862621e-05, 1.1662065659316911e-05, 0.72398099090338963, 
0.00019531250000000001, 1.1757272801741037, 0.0, 389.22350091561844, 0.051034309469945388, 0.16642858052689372, 0.0031424595509594801, 2.8972438778595763e-05, 0.10146812241382808, 0.00052135722376562632, 0.0042777305477985049, 1.7779047243146332e-05, 1.2067316788686385e-05, 0.72410293093394407, 
0.00023437499999999999, 1.1851727786510893, 0.0, 392.4125436644361, 0.05062802034066894, 0.16613777747637259, 0.0031875129848060613, 2.9614534495129422e-05, 0.10138913159287591, 0.00052818515114422759, 0.0044732153727239828, 1.7481690718925504e-05, 1.2420183669679896e-05, 0.72422466101319349, 
0.00031250000000000001, 1.2038992786238563, 0.0, 398.73919482716315, 0.049841303280822639, 0.1655517742440244, 0.0032839379249434289, 3.0726392902133785e-05, 0.10123312087254994, 0.00053686382607800185, 0.0048671189312725011, 1.6887806716827467e-05, 1.2971024677992446e-05, 0.72446659897683496, 
0.00039062500000000002, 1.2224243241798902, 0.0, 405.00380050945296, 0.049086690271409203, 0.16495716704348554, 0.0033886208371111449, 3.166054019088192e-05, 0.10107836793980346, 0.00054052047266042659, 0.0052659646868997764, 1.6331245620331565e-05, 1.3339685499871858e-05, 0.72470802754872865, 
0.00046874999999999998, 1.2407642268192232, 0.0, 411.2116805446862, 0.048361749214353864, 0.16435421249361482, 0.003501025922822326, 3.2455428692766297e-05, 0.10092446750511147, 0.00054029840959714053, 0.0056690880457021487, 1.5815649980764198e-05, 1.3544834408869738e-05, 0.72494909171006972, 
0.00054687500000000005, 1.258933736336397, 0.0, 417.36765791200725, 0.047664312913846228, 0.16374312172820635, 0.0036206989579103482, 3.3145244200920819e-05, 0.1007711136022193, 0.00053709683284459313, 0.0060759587444463746, 1.5336699375085334e-05, 1.3606163037430451e-05, 0.72518992202775956, 
0.00062500000000000001, 1.2769460908107177, 0.0, 423.47607213482212, 0.0469924476220277, 0.16312406561493661, 0.0037472544000791688, 3.3759974206699821e-05, 0.10061807375159308, 0.000531622417127563, 0.0064861556735524113, 1.4888911157637284e-05, 1.3543089644139651e-05, 0.72543063616770254, 
0.00078125000000000004, 1.3125459338327892, 0.0, 435.56344463017047, 0.045718671866305488, 0.16187145197807853, 0.0040180086808187252, 3.4835934444642996e-05, 0.1003145770473295, 0.00051566597210619838, 0.0073096160537557669, 1.4074286290661006e-05, 1.3103605508747766e-05, 0.72590866644166729, 
0.000859375, 1.3301600700456619, 0.0, 441.55325027472247, 0.045113588420166897, 0.16122953178084026, 0.0041633303475299551, 3.5367911923319453e-05, 0.10016179258851594, 0.00050627190115751653, 0.0077275719415426511, 1.3698028539511075e-05, 1.2777878019666612e-05, 0.72614965762193129, 
0.00093749999999999997, 1.3476586298913082, 0.0, 447.50920555089368, 0.044528103860162968, 0.16058001783517778, 0.004314480629236804, 3.5911671553484685e-05, 0.10000882389444438, 0.00049621898805113764, 0.008147914217652345, 1.3341184943648668e-05, 1.2392811876407043e-05, 0.72639089876706409, 
0.001015625, 1.3650493949119278, 0.0, 453.43388923735603, 0.043961068443281237, 0.1599229390016205, 0.0044712843250889799, 3.6483975259120142e-05, 0.099855595979706682, 0.00048572771858842236, 0.0085705537397469059, 1.3001478953612847e-05, 1.1960644850478322e-05, 0.72663245313618519, 
0.0010937500000000001, 1.3823393990305768, 0.0, 459.32963636847438, 0.04341143520564917, 0.1592583041392695, 0.0046335914751054249, 3.7100562313908599e-05, 0.099702042095697802, 0.00047497325024585036, 0.0089954445629410271, 1.2677316258011489e-05, 1.1492149050251609e-05, 0.72687437444911818, 
0.0011718750000000002, 1.3995350229828565, 0.0, 465.19856833959676, 0.042878247529866832, 0.15858610420800284, 0.0048012737379701407, 3.7776586711921721e-05, 0.099548099722821817, 0.00046409478411871545, 0.0094225795417183077, 1.2367445267411148e-05, 1.0996752248105813e-05, 0.72711670722114075, 
0.00125, 1.4166420746756643, 0.0, 471.04261852513201, 0.042360628576878126, 0.15790631413726147, 0.0049742213709293064, 3.8527000321291414e-05, 0.099393707381604343, 0.00045320277620551185, 0.0098519867652098157, 1.2070828304602544e-05, 1.0482665229758495e-05, 0.72735948707493403, 
0.0013281249999999999, 1.4336658585860724, 0.0, 476.8635544373185, 0.041857772230275876, 0.15721889448779536, 0.005152340680948578, 3.9366889604990702e-05, 0.099238802091393991, 0.0004423845841415893, 0.010283726647573757, 1.17865795531134e-05, 9.9570062373851825e-06, 0.72760274103275113, 
0.0014062499999999999, 1.4506112360919914, 0.0, 482.66299695109302, 0.041368935301250236, 0.15652379295078017, 0.0053355518574402022, 4.0311772145193976e-05, 0.099083317331397414, 0.00043170893681925156, 0.01071788953720622, 1.1513928092756986e-05, 9.425917664768117e-06, 0.72784648776845406, 
0.001484375, 1.4674826777336991, 0.0, 488.44243697131628, 0.040893430796198255, 0.15582094569010488, 0.0055237871179037168, 4.1377858293078523e-05, 0.098927181383847165, 0.00042122950176858639, 0.011154593740612222, 1.1252192854976085e-05, 8.8946727476235087e-06, 0.72809073784186784, 
0.0015625000000000001, 1.4842843086468041, 0.0, 494.20324985998815, 0.040430622082297349, 0.15511027856384826, 0.0057169891136580435, 4.2582282434983041e-05, 0.098770315970780689, 0.00041098775309883235, 0.01159398388238009, 1.1000764569609121e-05, 8.3677715822793085e-06, 0.72833549389764707, 
0.0016406250000000002, 1.5010199478217225, 0.0, 499.94670790483372, 0.039979917815455825, 0.15439170822262871, 0.0059151095522934089, 4.3943307552813704e-05, 0.098612635111988145, 0.00040101529209787742, 0.012036229539981983, 1.0759092372762979e-05, 7.8490267402342272e-06, 0.72858075085434404, 
0.00171875, 1.5176931422241742, 0.0, 505.67399107983459, 0.039540767515437725, 0.15366514311688889, 0.0061181080029786396, 4.5480506023834324e-05, 0.098454044153929193, 0.00039133573562996144, 0.012481524106534098, 1.0526673716893829e-05, 7.3416392563684105e-06, 0.72882649606504213, 
0.0017968749999999999, 1.5343071962198875, 0.0, 511.38619631977048, 0.039112657693354098, 0.15293048440656914, 0.0063259508556786845, 4.7214918962343754e-05, 0.098294438926783342, 0.00038196625987716245, 0.012930083843387351, 1.0303046680767597e-05, 6.8482660074069529e-06, 0.72907270947605385, 
0.0018749999999999999, 1.5508651971676288, 0.0, 517.08434550435118, 0.038695108450208071, 0.15218762680244807, 0.006538610411796519, 4.9169195889381481e-05, 0.098133705002457577, 0.00037291886633166203, 0.013382147092849317, 1.0087784040477211e-05, 6.3710795691684416e-06, 0.7293193637646177, 
0.001953125, 1.5673700374565858, 0.0, 522.76939232352788, 0.038287670479845881, 0.15143645933056857, 0.0067560640861880506, 5.1367716100055838e-05, 0.097971717028493929, 0.00036420142120002145, 0.013837973625641369, 9.8804886224945572e-06, 5.9118216129268793e-06, 0.72956642448157261, 
0.0020312500000000001, 1.5838244337057492, 0.0, 528.44222817460843, 0.03788992241847372, 0.15067686604629696, 0.0069782937052240025, 5.3836692797003872e-05, 0.097808338124352676, 0.00035581850742752571, 0.014297844103236174, 9.6807895137201229e-06, 5.4718508190428875e-06, 0.72981385018033285, 
0.0021093750000000001, 1.6002309432878461, 0.0, 534.10368722493854, 0.037501468493366968, 0.14990872668871572, 0.0072052848865752318, 5.6604260836214487e-05, 0.097643419325858793, 0.00034777211933161565, 0.014762059637523653, 9.4883384732572392e-06, 5.0521861777336667e-06, 0.73006159255650771, 
0.0021875000000000002, 1.6165919788012779, 0.0, 539.75455076548656, 0.037121936428579742, 0.14913191729886191, 0.0074370264899126601, 5.9700548813938354e-05, 0.097476799072760467, 0.00034006222355743702, 0.015230941434710864, 9.302804502590463e-06, 4.6535464322118856e-06, 0.73030959658044792, 
0.0022656250000000003, 1.6329098207026165, 0.0, 545.39555099962297, 0.036750975570964628, 0.14834631079304014, 0.0076735101269999164, 6.3157736242889061e-05, 0.097308302733903076, 0.00033268720959623872, 0.015704830512274635, 9.1238579115822821e-06, 4.2763863090808548e-06, 0.73055780064372244, 
0.0023437500000000003, 1.6491866290101864, 0.0, 551.02737454565874, 0.036388255194163867, 0.14755177750712817, 0.0079147297174872438, 6.7010097081152549e-05, 0.09713774217812382, 0.00032564427512362352, 0.016184087482165606, 8.9511045008800032e-06, 3.9209300827390317e-06, 0.73080613670830663, 
0.0025000000000000001, 1.6816302831146248, 0.0, 562.26574585880314, 0.035686196681994152, 0.14594382651781462, 0.0084087943632810865, 7.5959233415286444e-05, 0.096791645860472467, 0.00031260795036297745, 0.017154769520605174, 8.6235513519154666e-06, 3.2783181872331395e-06, 0.73130049468450908, 
0.0026562499999999998, 1.7139362903091502, 0.0, 573.47580763408632, 0.035013510505688898, 0.14429942537432472, 0.0089214974122284411, 8.6870975953421119e-05, 0.096435598168826728, 0.00030085326287358744, 0.0181499608402006, 8.3178275255058091e-06, 2.7169954422849611e-06, 0.7317947591426246, 
0.0028124999999999999, 1.7461190245036418, 0.0, 584.66194658659231, 0.034368126841734667, 0.14261754589911363, 0.0094528217141697235, 0.00010006844168060849, 0.096067795624451557, 0.00029037926731492763, 0.019172854572301685, 8.032367339300976e-06, 2.2328500159736774e-06, 0.73228826926361268, 
0.00296875, 1.7781916424381472, 0.0, 595.82804094597645, 0.033748181396686672, 0.14089716974890346, 0.010002754920506713, 0.00011590017733164919, 0.095686233479210861, 0.00028118467689548581, 0.020226882243813422, 7.7655379864425205e-06, 1.8203493802363433e-06, 0.7327802888659718, 
0.0031250000000000002, 1.8101661402945577, 0.0, 606.97747116690664, 0.033151990857872321, 0.13913730647056097, 0.010571280144629273, 0.00013473777271746687, 0.095288705195158724, 0.00027327198812350398, 0.021315695067977966, 7.5157124004979639e-06, 1.4730767617691529e-06, 0.73327001457166985, 
0.0034375, 1.8738818737341096, 0.0, 629.23653093082237, 0.032024603866262449, 0.13553000224255249, 0.011752834438320932, 0.00018210864655734171, 0.094446753468428332, 0.00026140723190680199, 0.023587315401818448, 7.0610986814366317e-06, 9.5748068160374439e-07, 0.73423155999105272, 
0.0037499999999999999, 1.9373314943510007, 0.0, 651.46361641098576, 0.030975597013703685, 0.13176122279615005, 0.013006103315983545, 0.00024509997901572063, 0.093521332129274756, 0.000254912857710003, 0.026027020078057458, 6.6594760538647789e-06, 6.0938941144264339e-07, 0.73517703997834305, 
0.0040625000000000001, 2.0005783555751195, 0.0, 673.67272912491887, 0.029996148814901077, 0.12782654491924106, 0.014329829237605929, 0.00032645973011751687, 0.092493568027896975, 0.000254302644828535, 0.02866264243324863, 6.3030897808096267e-06, 3.8359899978270603e-07, 0.7360999663182809, 
0.0043750000000000004, 2.0636667749969955, 0.0, 695.87013659389106, 0.029078953646914235, 0.12372400405244595, 0.015721863090693292, 0.00042866951349759862, 0.091344099198794562, 0.00026018442896318138, 0.031521103969890649, 5.9850361651372203e-06, 2.427241267399057e-07, 0.73699384798542289, 
0.0046875000000000007, 2.1266185593806197, 0.0, 718.05338751175259, 0.028217978668042064, 0.11945489258589904, 0.017178862130494965, 0.00055378240061725839, 0.090054128005723724, 0.00027325546858682643, 0.034626665546451649, 5.699259113245333e-06, 1.5819368982837742e-07, 0.73785255640942349, 
0.0050000000000000001, 2.1894293763827215, 0.0, 740.21037381592919, 0.027408268743195723, 0.11502454323701244, 0.018696005195318565, 0.00070328562250533894, 0.08860664201915773, 0.00029426267562390209, 0.037999025395461468, 5.4403613536464855e-06, 1.0958400286644096e-07, 0.73867068590956397, 
0.0053124999999999995, 2.2520654298254796, 0.0, 762.31858005791923, 0.026645783189306937, 0.11044303431995732, 0.020266748231696843, 0.000877996601605927, 0.086987724858879331, 0.00032394439660213866, 0.041651386051438859, 5.2034845185441791e-06, 8.3129006247884137e-08, 0.73944387892629471, 
0.0056249999999999998, 2.3144610002822472, 0.0, 784.34468843797322, 0.025927252167520915, 0.10572573817811537, 0.021882651058054165, 0.0010779947159286361, 0.085187856466610701, 0.00036296184226016501, 0.045588658309105037, 4.9842528934152206e-06, 7.0023022295791758e-08, 0.74016908515401025, 
0.0059375000000000001, 2.3765174197038546, 0.0, 806.24469975397267, 0.025250044620036011, 0.10089362956573927, 0.023533307867275748, 0.0013025877825477861, 0.08320308416861763, 0.00041182576857921746, 0.049805994490378945, 4.7787682687015758e-06, 6.48839754536855e-08, 0.74084472670461732, 
0.0062500000000000003, 2.4381039402355786, 0.0, 827.96469138143664, 0.024612043385804076, 0.095973277504073057, 0.025206409185614859, 0.0015503116599180054, 0.081035937234821345, 0.00047082455110232909, 0.054287841595749564, 4.5836407068020857e-06, 6.4538688237550125e-08, 0.74147075008932584, 
0.0065625000000000006, 2.4990607952620918, 0.0, 849.44226818430002, 0.024011526247779288, 0.090996465100182042, 0.026887952655120669, 0.0018189625911824126, 0.078695964232475116, 0.00053996137625366607, 0.059007674089554353, 4.3960375413885074e-06, 6.7153590356449849e-08, 0.74204855676409998, 
0.006875, 2.5592044822841418, 0.0, 870.60867979093427, 0.023447054094680574, 0.085999414161908025, 0.028562604612699879, 0.002105663226960612, 0.076199798018422096, 0.00061890940627111371, 0.063928505396472143, 4.2137318113376115e-06, 7.1661463498726085e-08, 0.74258081978399126, 
0.0071874999999999994, 2.6183350389415647, 0.0, 891.39149037943866, 0.022917368887651269, 0.081021634903960082, 0.030214196587969457, 0.0024069631502987346, 0.073570698653905739, 0.00070699335546035554, 0.069004192783980955, 4.0351326616856091e-06, 7.7410243332654916e-08, 0.74307120802151949, 
0.0074999999999999997, 2.6762447931128377, 0.0, 911.71760952512136, 0.022421304760738895, 0.07610446725860677, 0.031826322707036156, 0.0027189724573546199, 0.070837584645579113, 0.00080320337769801181, 0.074181453661088706, 3.8592843149102005e-06, 8.3963107860332251e-08, 0.74352405264521393, 
