0.005, 300.021, 0.0405515, 0.00578882, 0.023146, 6.72373e-23, 3.27252e-16, 2.1093e-15, 1.09909e-16, 1.22695e-13, 1.12009e-25, 
0.01, 300.019, 0.0405522, 0.0109061, 0.0436068, 5.95805e-23, 1.05722e-15, -1.2772e-18, 9.25377e-17, 9.20665e-14, 2.62597e-24, 
0.015, 300.016, 0.0405506, 0.0154296, 0.0616938, 5.29993e-23, 2.23264e-15, -2.61923e-15, 1.1375e-16, 9.16444e-14, 1.57302e-23, 
0.02, 300.015, 0.0405517, 0.0194284, 0.0776824, 4.76261e-23, 4.25895e-15, 4.24882e-15, 1.59989e-16, 1.02096e-13, 6.47994e-23, 
0.025, 300.013, 0.0405515, 0.0229633, 0.0918163, 4.40131e-23, 7.84112e-15, 2.76741e-15, 2.41496e-16, 1.20698e-13, 2.29628e-22, 
0.03, 300.011, 0.040552, 0.0260881, 0.10431, 4.39135e-23, 1.42794e-14, -2.16449e-18, 3.8783e-16, 1.47869e-13, 7.61742e-22, 
0.035, 300.01, 0.0405518, 0.0288503, 0.115355, 5.22807e-23, 2.60151e-14, -2.8507e-15, 6.45609e-16, 1.85397e-13, 2.46035e-21, 
0.04, 300.009, 0.0405517, 0.0312922, 0.125119, 8.45402e-23, 4.75736e-14, 1.68949e-15, 1.0849e-15, 2.36113e-13, 7.86176e-21, 
0.045, 300.008, 0.0405518, 0.0334508, 0.13375, 1.85706e-22, 8.77256e-14, -2.53477e-16, 1.8855e-15, 3.03961e-13, 2.50596e-20, 
0.05, 300.007, 0.0405522, 0.0353589, 0.141379, 4.94587e-22, 1.63082e-13, -1.93644e-18, 3.38586e-15, 3.94259e-13, 7.98302e-20, 
0.055, 300.006, 0.040552, 0.0370458, 0.148124, 1.44759e-21, 3.06149e-13, -7.85329e-18, 6.14941e-15, 5.1404e-13, 2.53635e-19, 
0.06, 300.006, 0.0405505, 0.0385369, 0.154086, 4.42713e-21, 5.80817e-13, -3.0682e-17, 1.1371e-14, 6.72547e-13, 8.02049e-19, 
0.065, 300.005, 0.0405508, 0.0398551, 0.159356, 1.386e-20, 1.11383e-12, 3.22529e-18, 2.13621e-14, 8.8186e-13, 2.51582e-18, 
0.07, 300.005, 0.0405523, 0.0410203, 0.164016, 4.3982e-20, 2.1579e-12, 2.49636e-19, 4.06573e-14, 1.1577e-12, 7.79651e-18, 
0.075, 300.005, 0.0405517, 0.0420504, 0.168134, 1.40454e-19, 4.21628e-12, 1.13373e-18, 7.80528e-14, 1.52044e-12, 2.37587e-17, 
0.08, 300.004, 0.0405503, 0.042961, 0.171775, 4.47982e-19, 8.28238e-12, 3.89188e-18, 1.50283e-13, 1.99643e-12, 7.0815e-17, 
0.085, 300.004, 0.0405499, 0.0437659, 0.174994, 1.41448e-18, 1.62822e-11, 1.22103e-17, 2.8819e-13, 2.61957e-12, 2.05199e-16, 
0.09, 300.005, 0.0405518, 0.0444775, 0.177839, 4.37705e-18, 3.1848e-11, 3.8986e-17, 5.46196e-13, 3.43333e-12, 5.74242e-16, 
0.095, 300.005, 0.0405507, 0.0451066, 0.180354, 1.31328e-17, 6.15771e-11, 1.19765e-16, 1.01516e-12, 4.4933e-12, 1.54117e-15, 
0.1, 300.006, 0.0405501, 0.0456626, 0.182577, 3.77941e-17, 1.16907e-10, 3.66511e-16, 1.83703e-12, 5.87025e-12, 3.93861e-15, 
0.105, 300.007, 0.0405497, 0.0461542, 0.184542, 1.03291e-16, 2.16623e-10, 1.1115e-15, 3.21753e-12, 7.654e-12, 9.52069e-15, 
0.11, 300.008, 0.0405492, 0.0465887, 0.18628, 2.65979e-16, 3.89795e-10, 3.09554e-15, 5.43047e-12, 9.95786e-12, 2.16455e-14, 
0.115, 300.01, 0.0405481, 0.0469729, 0.187816, 6.41548e-16, 6.78704e-10, 8.43081e-15, 8.81085e-12, 1.29249e-11, 4.60948e-14, 
0.12, 300.013, 0.0405465, 0.0473125, 0.189173, 1.44526e-15, 1.14123e-09, 2.17344e-14, 1.37349e-11, 1.67341e-11, 9.17565e-14, 
0.125, 300.017, 0.0405449, 0.0476126, 0.190373, 3.04098e-15, 1.85245e-09, 5.28488e-14, 2.06004e-11, 2.16093e-11, 1.70803e-13, 
0.13, 300.022, 0.0405428, 0.047878, 0.191434, 5.99411e-15, 2.90601e-09, 1.21152e-13, 2.98258e-11, 2.7829e-11, 2.98214e-13, 
0.135, 300.028, 0.04054, 0.0481126, 0.192371, 1.11303e-14, 4.41679e-09, 2.62517e-13, 4.18806e-11, 3.57384e-11, 4.90999e-13, 
0.14, 300.037, 0.0405365, 0.04832, 0.1932, 1.96154e-14, 6.52662e-09, 5.40245e-13, 5.73428e-11, 4.57636e-11, 7.67811e-13, 
0.145, 300.047, 0.040532, 0.0485033, 0.193932, 3.30794e-14, 9.41399e-09, 1.06233e-12, 7.69509e-11, 5.84288e-11, 1.14938e-12, 
0.15, 300.061, 0.040526, 0.0486654, 0.19458, 5.38042e-14, 1.33076e-08, 2.00852e-12, 1.01639e-10, 7.43758e-11, 1.65968e-12, 
0.155, 300.079, 0.0405194, 0.0488086, 0.195151, 8.49766e-14, 1.85023e-08, 3.67223e-12, 1.32549e-10, 9.43879e-11, 2.32703e-12, 
0.16, 300.102, 0.04051, 0.0489353, 0.195656, 1.3104e-13, 2.53793e-08, 6.52495e-12, 1.71024e-10, 1.19417e-10, 3.18507e-12, 
0.165, 300.131, 0.0404985, 0.0490472, 0.196102, 1.98134e-13, 3.44299e-08, 1.13122e-11, 2.18658e-10, 1.50617e-10, 4.27355e-12, 
0.17, 300.167, 0.0404853, 0.0491462, 0.196496, 2.94695e-13, 4.62872e-08, 1.91964e-11, 2.77316e-10, 1.89379e-10, 5.63911e-12, 
0.175, 300.212, 0.0404674, 0.0492337, 0.196843, 4.32239e-13, 6.17652e-08, 3.19675e-11, 3.4914e-10, 2.37375e-10, 7.336e-12, 
0.18, 300.269, 0.0404457, 0.0493111, 0.19715, 6.26398e-13, 8.19115e-08, 5.23446e-11, 4.3666e-10, 2.9661e-10, 9.427e-12, 
0.185, 300.339, 0.0404196, 0.0493795, 0.197419, 8.98287e-13, 1.08071e-07, 8.44138e-11, 5.42695e-10, 3.69479e-10, 1.1984e-11, 
0.19, 300.427, 0.0403882, 0.0494399, 0.197656, 1.2763e-12, 1.41974e-07, 1.34242e-10, 6.70512e-10, 4.58835e-10, 1.50892e-11, 
0.195, 300.535, 0.0403487, 0.0494933, 0.197864, 1.79848e-12, 1.85838e-07, 2.10739e-10, 8.23793e-10, 5.68068e-10, 1.88357e-11, 
0.2, 300.668, 0.0403011, 0.0495406, 0.198046, 2.51571e-12, 2.42515e-07, 3.26855e-10, 1.00671e-09, 7.01198e-10, 2.33291e-11, 
0.205, 300.831, 0.0402428, 0.0495823, 0.198204, 3.49585e-12, 3.15667e-07, 5.01224e-10, 1.22394e-09, 8.62983e-10, 2.86885e-11, 
0.21, 301.031, 0.0401747, 0.0496193, 0.198341, 4.82953e-12, 4.09996e-07, 7.60402e-10, 1.48075e-09, 1.05905e-09, 3.50492e-11, 
0.215, 301.273, 0.0400916, 0.0496519, 0.198459, 6.63778e-12, 5.31544e-07, 1.14191e-09, 1.78303e-09, 1.29605e-09, 4.25652e-11, 
0.22, 301.567, 0.0399924, 0.0496807, 0.198559, 9.08273e-12, 6.88081e-07, 1.69832e-09, 2.13749e-09, 1.58185e-09, 5.14134e-11, 
0.225, 301.923, 0.0398777, 0.0497062, 0.198643, 1.23824e-11, 8.89602e-07, 2.5028e-09, 2.55165e-09, 1.92575e-09, 6.18e-11, 
0.23, 302.351, 0.0397383, 0.0497287, 0.19871, 1.68318e-11, 1.14899e-06, 3.65658e-09, 3.03413e-09, 2.33879e-09, 7.39687e-11, 
