time (s), T1 (K), P1 (Bar), V1 (m3), T2 (K), P2 (Bar), V2 (m3), 
0.00040000000000000002, 974.9153757900267, 19.018143087985642, 1.0388322350390664, 506.90424627131029, 0.21374862797454766, 0.96116776496093348, 
0.00080000000000000004, 952.71775552724534, 17.954176791992435, 1.0753389330760337, 513.69962996273318, 0.22516624466142454, 0.92466106692396666, 
0.0012000000000000001, 932.86218547280396, 17.033442876640738, 1.1098432845030699, 520.41775681633089, 0.23695301418909118, 0.89015671549693054, 
0.0016000000000000001, 914.94102639210485, 16.227259455613538, 1.1426008162716581, 527.08472500780306, 0.2491575022461745, 0.85739918372834223, 
0.002, 898.64200643649235, 15.514320877545089, 1.1738174299845434, 533.72265896766078, 0.26182807714709572, 0.82618257001545725, 
0.0024000000000000002, 883.72100832477167, 14.878437810481124, 1.2036617326239569, 540.35076720870074, 0.27501399207062005, 0.79633826737604319, 
0.0028000000000000004, 869.98385302483018, 14.307067357993535, 1.2322736966564967, 546.98609381451956, 0.28876627368052105, 0.76772630334350334, 
0.0032000000000000006, 857.27374640599976, 13.790326859464857, 1.2597708994108461, 553.64406803490454, 0.30313850211502308, 0.74022910058915381, 
0.0036000000000000008, 845.46240928464579, 13.320314247342905, 1.2862531173069769, 560.33891696808689, 0.318187537562727, 0.71374688269302322, 
0.004000000000000001, 834.44367189004538, 12.890628593393135, 1.3118057733444197, 567.08398323599181, 0.33397423213283478, 0.68819422665558039, 
0.0044000000000000011, 824.12875900265908, 12.496024858701597, 1.3365025670190773, 573.89197544122953, 0.35056415606813385, 0.66349743298092267, 
0.0048000000000000013, 814.44276104521066, 12.132160722660057, 1.360407509418688, 580.77517029028422, 0.36802836178503723, 0.63959249058131229, 
0.0052000000000000015, 805.32194573187917, 11.795407751435265, 1.3835765218265328, 587.74557979472991, 0.38644420909576155, 0.61642347817346732, 
0.0056000000000000017, 796.71169725417178, 11.482708775760713, 1.4060586974858802, 594.81509221891451, 0.40589626593714601, 0.59394130251411992, 
0.0060000000000000019, 788.56490126315168, 11.191468424248894, 1.4278973159118993, 601.99559428782948, 0.42647731106831238, 0.57210268408810072, 
0.006400000000000002, 780.84067270207788, 10.919468243241882, 1.4491306609276517, 609.29907910221016, 0.44828945676298187, 0.55086933907234814, 
0.0068000000000000022, 773.50334472813825, 10.664800176629859, 1.4697926844672617, 616.73774337409088, 0.47144541402330925, 0.53020731553273814, 
0.0072000000000000024, 766.5216531950515, 10.425813827968105, 1.4899135509525081, 624.32407676514606, 0.49606992851000903, 0.51008644904749223, 
0.0076000000000000026, 759.86807787121302, 10.201074350245978, 1.5095200828223378, 632.0709450483937, 0.52230141348543935, 0.49047991717766187, 
0.0080000000000000019, 753.5183014832869, 9.9893284496634163, 1.5286361296963187, 639.99166804595347, 0.55029381630779461, 0.47136387030368115, 
0.0084000000000000012, 747.45077519389679, 9.789476971949755, 1.5472828632935123, 648.10009443656486, 0.58021874362012793, 0.4527171367064875, 
0.0088000000000000005, 741.64634720717959, 9.6005522477607848, 1.5654790306108635, 656.4106698303658, 0.61226790701553402, 0.43452096938913626, 
0.0091999999999999998, 736.08795982206436, 9.4216995752814423, 1.5832411537435955, 664.93850373143948, 0.64665592100364733, 0.4167588462564043, 
0.0095999999999999992, 730.76039769408874, 9.2521619065423994, 1.6005836915585159, 673.69942701633079, 0.68362350760077173, 0.39941630844148396, 
0.0099999999999999985, 725.65007843963917, 9.0912671440010531, 1.6175191650025049, 682.71004308756324, 0.72344116396106861, 0.38248083499749536, 
0.010399999999999998, 720.74487680500079, 8.9384175317992476, 1.6340582520889766, 691.98776810582422, 0.76641335407700728, 0.36594174791102402, 
0.010799999999999997, 716.03397724253739, 8.793080771113079, 1.6502098555138378, 701.55085447606245, 0.81288328388107478, 0.34979014448616341, 
0.011199999999999996, 711.50775199350198, 8.6547825931354652, 1.6659811426787892, 711.41839277340853, 0.86323831206266377, 0.33401885732121173, 
0.011599999999999996, 707.15765988113458, 8.5231005264472657, 1.6813775612552448, 721.61028208818539, 0.91791604032205087, 0.31862243874475599, 
0.011999999999999995, 702.97616378659461, 8.3976586867271248, 1.696402829713892, 732.14715769532688, 0.97741109620445432, 0.30359717028610889, 
0.012399999999999994, 698.95666323995567, 8.2781234080941726, 1.7110589057790677, 743.05025824725931, 1.0422825817823589, 0.28894109422093334, 
0.012799999999999994, 695.09344222123468, 8.1641996335937943, 1.7253459296429261, 754.34121337321437, 1.1131620710469778, 0.27465407035707484, 
0.013199999999999993, 691.38162926059704, 8.0556279324592133, 1.7392621449795267, 766.04172255547417, 1.1907619249508439, 0.26073785502047403, 
0.013599999999999992, 687.81716862055669, 7.9521820639443401, 1.7528037977518245, 778.17308773513651, 1.2758834868442139, 0.24719620224817648, 
0.013999999999999992, 684.39680125890686, 7.8536670087554938, 1.7659650150751047, 790.75555405689738, 1.3694244309760331, 0.23403498492489633, 
0.014399999999999991, 681.11805385464368, 7.7599173917369519, 1.7787376674991608, 803.80739829201798, 1.4723840919760605, 0.2212623325008404, 
0.01479999999999999, 677.97923383013551, 7.670796212960715, 1.7911112213297509, 817.34369404635538, 1.5858649818616004, 0.20888877867025016, 
0.01519999999999999, 674.97942749293782, 7.5861937905536614, 1.803072591577719, 831.37466934671329, 1.7110678304549025, 0.19692740842228187, 
